Gene ID	Description (SWISS PROT)	Description (Araport11)	xref_id	Hot_F1	Hot_F2	Hot_F3	Hot_F4	Hot_P1	Hot_P2	Hot_P3	Hot_P4
Locus_11584_Transcript_2/3	Protein preY, mitochondrial	Trm112p-like protein		11.05276045	16.28944077	16.94239285	14.14574879	26.63822385	22.21447099	24.41067334	21.8357046
Locus_12889_Transcript_8/12	Probable LRR receptor-like serine/threonine-protein kinase RKF3	receptor-like kinase in in flowers 3	AT2G48010	17.97334312	16.28276689	19.53103567	16.86051778	30.94167359	35.91855035	30.76471126	27.42434107
Locus_17393_Transcript_3/3	Beta-amylase 7	beta-amylase 7	AT2G45880	14.81435708	16.2742803	14.7177031	19.94445444	13.81698183	14.91174438	12.97427566	16.01586397
Locus_22546_Transcript_4/4	Dipeptidyl aminopeptidase 4	prolyl oligopeptidase family protein	AT5G24260	19.5236952	16.26164438	13.47473168	14.78911715	14.3519754	16.69364895	11.32058625	11.86545879
Locus_74_Transcript_29/276	Vesicle-associated protein 1-1	vesicle associated protein	AT2G45140	14.72031259	16.24315183	21.60894393	18.71706624	24.6727618	23.01352682	28.53522301	25.65888618
Locus_23390_Transcript_1/2	Protein IQ-DOMAIN 22	IQ-domain 22	AT4G23060	24.33410575	16.2335809	19.73489735	28.02331488	25.40856491	22.70139878	20.32020345	18.14451226
Locus_7487_Transcript_7/8	Mediator of RNA polymerase II transcription subunit 21	mediator 21		20.89638801	16.22764983	16.69240908	20.08382913	15.65796545	14.22402995	13.5489053	15.50941391
Locus_21342_Transcript_2/2	Basic leucine zipper 34	Basic-leucine zipper (bZIP) transcription factor family protein		4.28068176	16.22643187	7.328821653	4.743954814	14.01558107	14.49064166	14.84821003	8.838912755
Locus_3948_Transcript_2/6	Embryo-specific protein ATS3B	Embryo-specific protein 3%2C (ATS3)	AT5G62200	12.56415998	16.22590649	20.54762563	13.78136297	9.614605145	17.60995033	15.77364473	13.40065273
Locus_5525_Transcript_4/6	Protein TIC 100	MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein	AT5G22640	21.64218058	16.22561993	22.33718267	23.99656067	33.78196176	32.760454	30.15490905	30.59642658
Locus_6297_Transcript_1/7	CASP-like protein 2A1	Uncharacterized protein family (UPF0497)		19.4427248	16.22267103	19.56593845	14.15419592	0.672799574	7.358274848	2.256776463	8.033958585
Locus_8609_Transcript_2/7	YTH domain-containing protein ECT4	evolutionarily conserved C-terminal region 5	AT3G13060	21.66784598	16.21862458	18.27227527	21.04378414	32.90177722	24.14358918	22.92402127	27.06869335
Locus_17152_Transcript_3/5	Receptor-like serine/threonine-protein kinase NCRK	Protein kinase superfamily protein	AT2G28250	3.89985277	16.21039614	10.5300351	8.091867757	8.822919663	5.686728773	9.67034043	5.357943958
Locus_21757_Transcript_3/5	Uncharacterized protein At1g27050	homeobox leucine zipper protein		12.02417243	16.20909947	14.80285588	15.0461246	21.46102716	21.98091921	16.0958743	15.18567245
Locus_2245_Transcript_10/11	RINT1-like protein MAG2	RINT-1 / TIP-1 family	AT3G47700	13.85784525	16.2035596	18.71130652	20.05259252	11.65346852	13.0620215	15.88825778	14.88260663
Locus_9559_Transcript_1/1	Nuclear cap-binding protein subunit 2	CAP-binding protein 20	AT5G44200	21.05008482	16.20044995	26.96360778	25.32278077	27.56912607	23.21248081	33.78398456	34.39481182
Locus_4786_Transcript_3/21	Zinc finger CCCH domain-containing protein 5	Zinc finger C-x8-C-x5-C-x3-H type family protein	AT1G10320	26.76304685	16.19524778	25.79529882	30.82501524	39.08970788	32.06317808	39.67803261	38.09190539
Locus_5508_Transcript_1/4	CCR4-NOT transcription complex subunit 9	Cell differentiation%2C Rcd1-like protein	AT3G20800	17.18641154	16.19225641	22.50748839	23.15610594	29.31161257	26.72750694	30.44325134	28.79238259
Locus_13358_Transcript_6/7	Protein root UVB sensitive 6	root UVB sensitive protein (Protein of unknown function%2C DUF647)	AT5G49820	10.5481008	16.18683991	15.26216012	16.4684234	15.85370181	13.46133464	17.0053907	14.85002049
Locus_23439_Transcript_1/1	Glycosylinositol phosphorylceramide mannosyl transferase 1	Nucleotide-diphospho-sugar transferases superfamily protein	AT3G55830	9.595153616	16.18043905	11.93545772	10.92957714	13.39753077	16.66697337	19.46498068	14.91605296
Locus_6_Transcript_16/36	Aminoacylase-1B	Peptidase M20/M25/M40 family protein	AT1G44820	16.96557742	16.17870048	16.14934298	17.42161958	10.14872404	10.4171068	8.929839506	9.75059497
Locus_9435_Transcript_11/44	Telomere repeat-binding protein 5	TRF-like 2	AT1G07540	12.98723216	16.17036735	14.20645227	14.92615612	10.98941781	11.53945899	10.85722415	9.778927258
Locus_843_Transcript_16/24	SUPPRESSOR OF ABI3-5	suppressor of abi3-5	AT3G54230	27.10005404	16.16232376	21.17638801	24.25161929	34.27630135	25.63844567	26.34598266	29.46692516
Locus_23285_Transcript_4/5	Probable serine/threonine-protein kinase PBL8	Protein kinase superfamily protein	AT5G01020	22.52611182	16.16097956	27.79135934	24.53504152	40.84235942	40.25296758	42.43377369	37.4296971
Locus_23266_Transcript_1/2	Syndetin	coiled-coil protein	AT2G27900	15.03869661	16.15505207	19.38131879	19.35117235	21.71208581	22.29084376	21.83264041	22.14002632
Locus_6918_Transcript_9/11	Probable diguanylate cyclase DgcQ	ribosomal RNA small subunit methyltransferase G	AT5G57910	23.42829047	16.15329705	11.65682815	16.55961124	18.91748109	23.4285851	14.45999128	13.31801906
Locus_5061_Transcript_2/2	Serine/threonine-protein kinase PBS1	Protein kinase superfamily protein	AT3G58690	22.60747766	16.14273031	24.91335665	21.44933337	67.28262897	66.87901383	55.7823125	63.13917981
Locus_22311_Transcript_4/4	Pentatricopeptide repeat-containing protein At5g25630	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G21222	21.26353382	16.13345264	15.94546827	17.96888008	22.30881894	18.91674526	18.10027229	15.84460275
Locus_3033_Transcript_6/7	ABC transporter B family member 20	P-glycoprotein 20	AT3G55320	20.08840387	16.13331013	22.24186605	22.9779165	26.27748069	28.62129275	28.38003073	29.3991399
Locus_10615_Transcript_7/11	2-oxoglutarate dehydrogenase E1 component	Pleckstrin homology (PH) domain superfamily protein	AT4G11790	15.78347674	16.1305124	21.75136186	19.10993342	25.86666792	24.58966401	32.02121959	27.36496149
Locus_4142_Transcript_1/8	Tetratricopeptide repeat protein 1	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G30480	17.6842144	16.12512959	18.27295122	18.04493686	15.22655349	14.6183582	15.94047826	15.10996551
Locus_8372_Transcript_3/4	Pentatricopeptide repeat-containing protein At5g11310, mitochondrial	Pentatricopeptide repeat (PPR) superfamily protein	AT5G11310	17.39314145	16.11513065	20.01394321	17.44766865	14.37912374	12.52394454	12.04695922	12.61713602
Locus_5147_Transcript_4/8		hypothetical protein	AT1G78890	13.44286851	16.10975741	17.31832898	15.50224042	17.17058547	20.75980918	15.19061183	14.31884478
Locus_21325_Transcript_1/1	UDP-glycosyltransferase 74F2	UDP-glycosyltransferase 74 F1	AT2G43840	20.88307539	16.10921425	10.58111055	12.91413965	0.651286327	0.62163783	0.618739685	0.331304079
Locus_6057_Transcript_3/7	Glycoprotein 3-alpha-L-fucosyltransferase A	fucosyltransferase 11	AT3G19280	13.27161108	16.10860233	22.21329637	23.10230135	12.63256189	14.13174852	14.72474155	11.93553035
Locus_1081_Transcript_1/65		hypothetical protein	AT5G50350	17.79019717	16.10251512	16.73917118	15.64481119	28.40051456	34.97115054	28.14054592	26.68359502
Locus_4868_Transcript_1/1	Probable methyltransferase PMT17	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT4G10440	13.23190421	16.09469763	18.25474351	18.66385667	25.62783078	26.10451525	20.38223418	21.47932328
Locus_6141_Transcript_2/2	Lysine histidine transporter-like 8	Transmembrane amino acid transporter family protein	AT1G47670	20.22681483	16.07608566	14.84022914	16.74176211	48.80074433	42.1344902	43.53489539	43.08219936
Locus_17543_Transcript_1/3	Transcription factor VIP1	VIRE2-interacting protein 1	AT1G43700	20.93292927	16.07141809	21.31740377	20.02753017	31.03515354	34.44966282	29.90946975	29.24523573
Locus_3495_Transcript_32/36	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11	trehalose phosphatase/synthase 11	AT1G23870	11.1707781	16.06986803	12.44723823	11.48551997	7.570661152	7.768844218	4.688502056	6.468782056
Locus_2746_Transcript_1/5	Probable magnesium transporter NIPA6	magnesium transporter%2C putative (DUF803)		24.21779099	16.06913447	24.91338	28.84655883	25.1859402	20.19351534	25.62389419	26.172839
Locus_3320_Transcript_8/53	Centromere/kinetochore protein zw10 homolog	centromere/kinetochore protein%2C putative (ZW10)		41.44741227	16.06442976	35.05743832	35.33384901	69.29151769	55.56545301	81.06362621	75.49573989
Locus_10171_Transcript_1/1	Transmembrane protein 87B	Lung seven transmembrane receptor family protein	AT1G61670	10.72688795	16.05751642	16.02703703	14.8123545	15.21802796	14.85615098	14.7420323	13.28543141
Locus_750_Transcript_20/34	Shikimate dehydrogenase (NADP(+))	protein SUO		14.54120001	16.0553517	22.61935724	21.72967262	21.50372621	18.9469602	22.96908614	24.26875537
Locus_7592_Transcript_23/23	B3 domain-containing protein Os11g0197600	hypothetical protein		13.03350037	16.0522712	27.03485494	22.94455967	21.27152589	14.13786667	30.17257439	26.86254237
Locus_8156_Transcript_2/13	Iron-sulfur assembly protein IscA-like 1, mitochondrial	Iron-sulfur cluster biosynthesis family protein		18.49337515	16.0500646	16.03163462	16.58965157	14.8369334	13.83788645	12.82462172	13.59864941
Locus_21096_Transcript_8/12	Replication protein A 70 kDa DNA-binding subunit C	Replication factor-A protein 1-like protein	AT4G19130	13.68390214	16.0456298	20.88895689	19.82379775	40.22692633	41.81770306	49.65622979	49.7323646
Locus_21759_Transcript_1/3	Protein RTE1-HOMOLOG	RTE1-homolog	AT3G51040	22.93004824	16.0426054	13.5761752	13.27791685	74.53674437	8.579064713	24.3988329	12.81599825
Locus_4948_Transcript_3/7	DNA polymerase I	5'-3' exonuclease family protein	AT3G52050	28.59079188	16.03563359	25.49615293	24.55031194	30.07770363	26.74157322	30.3868491	29.56567029
Locus_3020_Transcript_3/3	Zinc finger CCCH domain-containing protein 17	CCCH-type zinc finger family protein	AT2G02160	20.30203716	16.02750322	18.33675763	18.41091203	24.38861165	22.70602716	22.1960026	24.23665858
Locus_905_Transcript_43/54	Peroxisome biogenesis protein 2	Pex2/Pex12 N-terminal domain-containing protein / zinc finger (C3HC4-type RING finger) family protein	AT1G79810	24.91435714	16.02010462	20.9948598	21.13375622	23.4009481	25.19287469	20.14683721	21.20645967
Locus_5836_Transcript_1/10	DUF21 domain-containing protein At2g14520	CBS domain protein (DUF21)	AT2G14520	17.3471491	16.01280357	18.63762291	20.1989808	25.29030547	19.18423495	21.8496411	18.73925999
Locus_8969_Transcript_1/6	Mitochondrial substrate carrier family protein ucpB	Mitochondrial substrate carrier family protein	AT4G03115	43.23885682	16.0077454	27.3803603	36.39426184	26.51391819	12.99446471	22.82291419	24.59058637
Locus_6988_Transcript_4/12	CASP-like protein 1C2	Uncharacterized protein family (UPF0497)	AT4G25040	7.107602736	16.00121561	4.759051407	2.735320409	2.083457582	4.323025583	1.170376302	8.259883225
Locus_15468_Transcript_1/7	Cleavage stimulation factor subunit 50	Transducin/WD40 repeat-like superfamily protein	AT5G60940	15.1267252	16.00044494	16.59813452	11.90184067	18.71108518	21.7480567	13.33327319	16.39886873
Locus_141_Transcript_159/266	Serine/threonine-protein phosphatase PP-X isozyme 2	protein phosphatase X 2	AT5G55260	4.915822639	15.98469022	7.489451825	7.390217441	10.5116386	16.38802657	9.770869396	8.507040458
Locus_3768_Transcript_22/26	Magnesium transporter MRS2-4	magnesium transporter 6	AT3G58970	14.51595939	15.98277134	10.44285226	12.42641653	20.50125104	16.63081181	12.68591512	9.987698319
Locus_10239_Transcript_1/2	Probable WRKY transcription factor 4	WRKY DNA-binding protein 4	AT1G13960	26.84084318	15.97793863	11.35111173	19.0010523	48.84113441	20.61403469	18.63420937	23.3429482
Locus_21040_Transcript_1/2	Protein canopy-1	TLR4 regulator/MIR-interacting MSAP protein		21.70572188	15.96842434	10.17764999	9.994702786	5.971006631	6.973518017	7.79907275	7.615913106
Locus_9779_Transcript_2/2	Uncharacterized protein At1g03900	non-intrinsic ABC protein 4	AT1G03900	11.81494516	15.96410603	15.29062444	13.65782866	22.04512359	26.53895671	20.89570504	20.13112981
Locus_5920_Transcript_3/6	Golgin candidate 1	golgin Putative 1	AT2G19950	19.58454993	15.95996867	20.41726717	21.29994118	37.23174116	37.60900314	37.77281831	35.47702081
Locus_1156_Transcript_1/15	Formate--tetrahydrofolate ligase	serine/arginine repetitive matrix-like protein	AT3G08670	5.319817072	15.95617669	12.76261201	9.357246466	21.5356944	27.65229905	25.58158082	22.20975196
Locus_21635_Transcript_4/4	Protein EMBRYO SAC DEVELOPMENT ARREST 30	O-fucosyltransferase family protein	AT3G03810	11.34768176	15.9560239	17.30052333	14.89305209	16.2805676	13.42874584	15.07282926	14.21584342
Locus_16599_Transcript_2/4	NAD(P)H-quinone oxidoreductase subunit N, chloroplastic	oxidoreductases%2C acting on NADH or NADPH%2C quinone or similar compound as acceptor	AT5G58260	29.10894599	15.95528348	20.97284387	22.55148297	20.12203599	16.94738813	16.58342976	16.028235
Locus_4946_Transcript_5/12	Probable NOT transcription complex subunit VIP2 (Fragment)	NOT2 / NOT3 / NOT5 family	AT1G07705	14.48469649	15.95091798	18.60397083	16.51043113	22.75314107	23.66571837	25.53858601	26.1568078
Locus_373_Transcript_68/89	Putative ribonuclease H protein At1g65750	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT3G24255	19.45883372	15.94507362	24.55162253	29.43165098	55.52369994	45.59857719	64.5802138	49.51069544
Locus_21183_Transcript_3/6	Probable tocopherol cyclase, chloroplastic	tocopherol cyclase%2C chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)	AT4G32770	16.70575305	15.94312399	18.10413458	15.51086729	23.75825106	17.90517108	20.2311557	18.03226949
Locus_15911_Transcript_6/7	Protein LOL2	LSD1 zinc finger family protein	AT4G20380	17.5061425	15.93843523	12.36024538	14.94073781	22.68986874	16.40516638	17.59170272	18.20579795
Locus_873_Transcript_13/26	Callose synthase 3	glucan synthase-like 12		6.872501351	15.92443304	18.0432063	13.27539242	25.20545585	27.27184245	28.45216941	26.10018885
Locus_4573_Transcript_4/12	Nucleolar and coiled-body phosphoprotein 1	nucleolar/coiled-body phosphoprotein	AT5G57120	37.10971727	15.92375734	33.78242224	35.39771052	57.8545358	33.0177166	50.65338532	50.68837708
Locus_6233_Transcript_1/1	Adaptin ear-binding coat-associated protein 2	Adaptin ear-binding coat-associated protein 1 NECAP-1	AT3G58600	22.1125254	15.92108296	16.93260285	17.32184266	18.47464332	17.72496997	16.62659982	16.04313699
Locus_6846_Transcript_3/3		hypothetical protein		14.88870017	15.92108296	15.35822151	13.54088023	107.2942925	185.952506	137.0564613	128.548006
Locus_9026_Transcript_4/4	Peroxidase 55	Peroxidase superfamily protein	AT5G14130	3.77480892	15.91353951	6.571580598	5.624053385	11.47999369	5.814630812	5.858772959	3.936818137
Locus_3091_Transcript_1/6	Phospholipase SGR2	shoot gravitropism 2 (SGR2)	AT1G31480	14.89259162	15.91315615	18.07881418	19.8993128	22.79187059	22.56144801	23.45783843	24.49736048
Locus_18521_Transcript_2/3	50S ribosomal protein L3-2, mitochondrial	ribosomal protein L3 plastid	AT3G17465	8.005375288	15.91192994	14.63675126	13.64992933	20.62847139	19.17943673	22.47210785	19.70974666
Locus_1393_Transcript_9/9	Cyclin-T1-3	Cyclin family protein	AT4G19600	16.98512897	15.91167322	16.74503482	18.96946255	18.99270256	17.61175892	20.21433573	18.79571127
Locus_7513_Transcript_2/3	Crocetin glucosyltransferase, chloroplastic	UDP-glucosyltransferase 75B1	AT1G05560	25.98007213	15.90410818	7.830342522	10.97507677	15.41488799	8.816610679	5.081405122	7.770628321
Locus_20851_Transcript_6/12	Glucosamine inositolphosphorylceramide transferase 1	glycosyltransferase family protein 47	AT5G04500	16.20051314	15.90301853	19.66242962	17.40088181	27.44909787	23.77466424	29.01549801	24.98443888
Locus_12575_Transcript_4/7	Protein EXORDIUM-like 5	EXORDIUM like 5	AT2G17230	16.62657661	15.89830924	19.16733574	18.75698641	26.82231574	40.35859582	46.48967573	26.89997066
Locus_13080_Transcript_1/1	50S ribosomal protein L34	Ribosomal protein L34		13.23824079	15.88997163	18.57084306	15.99882592	21.40477759	17.06711191	16.48556247	16.13301324
Locus_4013_Transcript_2/3	Putative hydrolase C777.06c	Metallo-hydrolase/oxidoreductase superfamily protein	AT1G30300	14.7875927	15.88754841	17.93272541	15.18032858	53.79768345	28.38493903	29.15861561	32.22374963
Locus_1365_Transcript_1/16	Protein TIME FOR COFFEE	time for coffee	AT3G22380	20.29617313	15.88709658	20.52378655	19.51385463	37.18776814	29.83971013	30.55215633	32.47056965
Locus_18714_Transcript_2/4	Aspartate aminotransferase, cytoplasmic	fantom protein	AT5G24500	13.54308366	15.88691281	15.18025007	15.19229754	24.53233364	28.32927492	22.06691238	20.49367095
Locus_1453_Transcript_2/16	Bromodomain and PHD finger-containing protein 3	PHD finger family protein	AT1G77800	21.24587592	15.88141581	22.40957764	21.98593266	34.17314905	30.13827243	32.63233408	34.05296314
Locus_6972_Transcript_2/5		GPI-anchored adhesin-like protein	AT5G23890	18.15303347	15.87892713	19.4323353	17.20914149	25.10608111	25.49993103	24.70617407	26.538155
Locus_5096_Transcript_5/8	2-oxoglutarate-dependent dioxygenase 19	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT2G36690	17.31439324	15.87763671	19.23150866	14.9285507	38.11472725	38.62195057	32.47629591	36.59913065
Locus_8828_Transcript_1/3	Mitoferrin	Mitochondrial substrate carrier family protein	AT1G07030	10.5156361	15.87025646	18.06984219	13.49170864	13.81528526	15.72088844	13.24490998	14.6097443
Locus_815_Transcript_66/66	Probable pectin methyltransferase QUA2	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G78240	13.54617668	15.86807458	14.63047049	15.19215836	33.03879358	27.04720299	26.1387619	25.47543531
Locus_3858_Transcript_9/12	Vesicle-associated membrane protein 727	vesicle-associated membrane protein 727		17.5226216	15.85481048	19.65252968	22.39697321	13.56380375	11.85376147	12.66507999	13.5183762
Locus_9695_Transcript_5/8	Formin-like protein 3	Formin Homology 14	AT1G31810	14.59908174	15.8537684	14.84100651	15.25043689	16.37727548	25.49750469	24.25098043	22.89342556
Locus_2935_Transcript_2/7	Shugoshin-1	Shugoshin C terminus	AT5G04320	30.31959605	15.85296702	24.66672822	28.11350233	24.1721179	19.68759024	48.44617439	24.02533714
Locus_603_Transcript_4/10	FIP1[V]-like protein	FIP1[V]-like protein	AT5G58040	19.76889133	15.85124174	22.53496822	25.79806635	37.82824513	30.41466521	36.26568051	40.12808518
Locus_969_Transcript_7/9	Trans-Golgi network-localized SYP41-interacting protein 1	nucleoporin	AT4G31570	17.67186331	15.8487505	21.08339382	20.24017872	26.81509253	21.9026082	24.9794503	25.71177609
Locus_269_Transcript_1/5	Shikimate O-hydroxycinnamoyltransferase	hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase	AT5G48930	4.601592363	15.84300441	7.281888043	5.512797183	3.885324181	6.309629081	3.588977076	3.629439716
Locus_1447_Transcript_33/68	DExH-box ATP-dependent RNA helicase DExH1	RNA helicase family protein		19.32315809	15.82978219	18.67216724	16.98518881	17.87527423	20.50273549	18.92743614	18.17900539
Locus_2842_Transcript_4/13	Phosphatidylinositol/phosphatidylcholine transfer protein SFH13	Sec14p-like phosphatidylinositol transfer family protein	AT1G55690	8.49198618	15.82716231	17.99782956	14.75572679	13.41403551	16.05809932	20.27103016	18.76017064
Locus_23321_Transcript_4/4	Heparanase-like protein 1	glucuronidase 2	AT5G07830	20.72305945	15.82503965	25.58980699	28.55880417	49.17405033	63.57612647	65.40756066	63.09413756
Locus_16845_Transcript_2/5	Cleavage and polyadenylation specificity factor subunit 1	cleavage and polyadenylation specificity factor 160	AT5G51660	12.21991321	15.81799365	16.82594927	14.38477991	25.32754329	24.39345862	28.38073536	27.43858345
Locus_4572_Transcript_6/6	Iron-sulfur cluster insertion protein ErpA	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein	AT3G25120	19.93344719	15.81597705	13.87503543	17.62569688	17.29756417	12.67243312	12.29204797	14.90855617
Locus_20834_Transcript_1/2	Basic leucine zipper 19	Basic-leucine zipper (bZIP) transcription factor family protein	AT4G35040	15.05022259	15.80584292	13.75375215	14.8380696	18.46744169	20.88970186	16.80064608	18.47940897
Locus_21064_Transcript_2/2	Vacuolar protein-sorting-associated protein 33 homolog	Sec1/munc18-like (SM) proteins superfamily	AT3G54860	15.6247599	15.79301537	16.37205716	15.68117143	17.71206664	20.1839057	21.02133001	20.95979985
Locus_4721_Transcript_9/20	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS	Plant transposase (Ptta/En/Spm family)		34.7742248	15.79183511	26.53544464	32.43629293	77.98006774	54.1851426	66.54504339	71.66063154
Locus_9619_Transcript_1/5	Sacsin	Zinc finger%2C C3HC4 type (RING finger) family protein	AT5G23110	11.98731956	15.77853676	19.98011964	21.20032666	25.48199674	21.52898637	27.53737441	24.9383751
Locus_4444_Transcript_14/32	GPI-anchor transamidase	hypothetical protein	AT5G61040	19.25575563	15.77667141	15.91594653	17.65534325	22.89813284	20.85796976	17.62595638	20.90584103
Locus_2554_Transcript_5/5	Serine/threonine-protein phosphatase 7	serine/threonine phosphatase 7	AT5G63870	20.31701163	15.77307155	20.80454529	19.67344052	17.39185893	16.35570062	20.23343685	19.58584837
Locus_4253_Transcript_2/2	6,7-dimethyl-8-ribityllumazine synthase	6%2C7-dimethyl-8-ribityllumazine synthase	AT3G32930	19.69939505	15.76989208	17.42826571	19.02957633	36.79587019	34.16351289	30.29115486	31.17347807
Locus_3956_Transcript_2/4	Beclin-1-like protein	AUTOPHAGY 6	AT3G61710	21.85486829	15.74456973	19.94263401	23.83689637	28.76076075	27.80553205	24.06874034	27.44978806
Locus_2388_Transcript_50/54	Putative disease resistance protein RGA4	NB-ARC domain-containing disease resistance protein	AT3G14470	20.39953436	15.74161731	17.52474014	17.01355972	26.0470548	34.86737852	26.33514266	25.90634647
Locus_18854_Transcript_2/4	Blue copper protein	uclacyanin 1		8.706777347	15.73829414	8.477079236	5.236739929	27.45449164	38.97310399	17.6497282	13.46301774
Locus_20759_Transcript_1/11	Mediator of RNA polymerase II transcription subunit 30	mediator of RNA polymerase II transcription subunit	AT5G63480	10.39193252	15.72815697	15.44533623	14.26562974	34.66011623	24.89516776	25.12224527	20.47281455
Locus_4908_Transcript_7/9	Autophagy-related protein 18g	yeast autophagy 18 G-like protein	AT1G03380	17.8580082	15.72454086	15.47575873	16.05134456	18.77138046	16.44042631	16.29532717	15.58517121
Locus_11091_Transcript_1/3	RPA-interacting protein B	RPA-interacting protein A	AT4G12760	16.79949247	15.71346551	20.39080691	31.51607014	14.70874151	15.07725724	16.62241816	16.56965065
Locus_11633_Transcript_2/2	Protein Mpv17	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein		15.17325324	15.70900592	22.86672322	20.08081297	28.16992961	36.92724042	24.08327811	23.41204754
Locus_6566_Transcript_1/2	Probable glutathione S-transferase	glutathione S-transferase TAU 8	AT3G09270	6.033427945	15.7067291	11.09447298	10.2850304	11.18175762	18.32483244	11.10472753	8.99463028
Locus_5924_Transcript_3/3	Isocitrate dehydrogenase [NADP], chloroplastic/mitochondrial	Isocitrate/isopropylmalate dehydrogenase family protein	AT5G14590	22.31281316	15.70532332	19.73284939	19.74654221	22.70319121	20.46077097	21.18937304	20.94915204
Locus_7352_Transcript_2/2	E3 ubiquitin-protein ligase MPSR1	RING/U-box superfamily protein		57.26483416	15.70524921	19.17463965	29.18576168	14.27787831	24.75156131	11.4358447	7.34857287
Locus_16474_Transcript_2/4	Probable cellulose synthase A catalytic subunit 8 [UDP-forming]	Cellulose synthase family protein	AT5G05170	15.27432724	15.70141809	20.14074041	18.83687	36.46031173	50.6122779	48.00004945	41.73009146
Locus_2475_Transcript_150/272	Glycerophosphodiester phosphodiesterase GDPD4	PLC-like phosphodiesterases superfamily protein	AT1G71340	15.20712177	15.69916082	27.76508842	32.4162283	37.11435614	26.53500566	36.93546456	41.97360789
Locus_4643_Transcript_2/2	Pentatricopeptide repeat-containing protein At1g19720	netrin receptor DCC	AT3G50910	13.10922657	15.69877075	21.66255003	21.88634223	22.2033467	14.84817049	12.59367377	14.58548127
Locus_7619_Transcript_3/6	Flavonoid 3'-monooxygenase CYP75B137	cytochrome P450%2C family 706%2C subfamily A%2C polypeptide 6	AT4G12320	10.05829608	15.69306887	13.90847515	16.7280629	0.039953947	0	0	0
Locus_15412_Transcript_8/8	Polyadenylate-binding protein 2	poly(A) binding protein 2	AT1G49760	15.1882306	15.690365	17.58470007	15.78054887	19.14183194	25.00683625	23.91651687	26.65209726
Locus_13498_Transcript_1/1	Ceramide transfer protein	hypothetical protein		223.7718257	15.67914002	58.18621938	112.0149015	171.2463976	66.10605305	254.1195062	169.854401
Locus_375_Transcript_93/123	tRNA ligase 1	RNAligase	AT1G07910	23.83372374	15.67703603	15.17269945	15.74729863	9.729059417	6.322175231	8.194132133	8.321298868
Locus_2948_Transcript_1/3	F-box protein At3g54460	SNF2 domain-containing protein / helicase domain-containing protein / F-box family protein	AT3G54460	9.846493407	15.67669503	12.62153799	13.27323054	13.01567479	12.0970147	13.34272952	13.89302591
Locus_16095_Transcript_3/4	Universal stress protein A-like protein	Adenine nucleotide alpha hydrolases-like superfamily protein		10.95561136	15.67597258	12.06275595	13.43508802	12.56094395	11.98118696	10.07119694	10.16416928
Locus_10190_Transcript_5/6	Protein DJ-1 homolog C	Class I glutamine amidotransferase-like superfamily protein	AT4G34020	15.43842873	15.67526172	17.96574318	18.03989609	14.31163883	21.68201649	17.28003592	17.40222746
Locus_5625_Transcript_1/3	Uncharacterized protein MTH_574	Tryptophan RNA-binding attenuator protein-like protein	AT5G47420	14.64099731	15.66742119	14.67754222	15.8329135	15.98672705	18.2115631	21.38582837	18.42809714
Locus_2267_Transcript_1/30	UPF0301 protein AZOSEA09490	transmembrane protein		19.09087232	15.66499177	21.7399945	20.38373857	31.07796019	41.21663547	35.36399249	37.61288378
Locus_6687_Transcript_2/11	Transketolase	GPI-anchored adhesin-like protein%2C putative (DUF936)	AT1G08760	17.44159713	15.65873561	14.70110075	16.73876051	8.961360529	8.462786005	7.188471066	7.658404492
Locus_3481_Transcript_2/6	DEAD-box ATP-dependent RNA helicase 36	RNA helicase 36	AT1G16280	14.10049775	15.64841583	17.02683228	15.69463909	18.29053968	17.45470793	18.68158086	17.45941592
Locus_903_Transcript_1/13	Probable E3 ubiquitin-protein ligase ARI7	IBR domain-containing protein	AT2G31510	19.3189085	15.64284765	17.39023105	16.63783525	26.24679061	24.69755865	22.50431939	23.79647946
Locus_10863_Transcript_1/5	BOI-related E3 ubiquitin-protein ligase 1	SBP (S-ribonuclease binding protein) family protein		22.39984389	15.63206389	7.699593556	9.555509411	19.0105054	17.67740346	21.93533858	20.7054887
Locus_5902_Transcript_8/40	Cysteine--tRNA ligase	inactive rhomboid protein	AT5G12930	27.89221087	15.6289976	17.12386821	20.22189674	40.76248632	26.26033904	32.55114274	25.68835908
Locus_2504_Transcript_2/2	Sperm-associated antigen 1A	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G16760	14.17211072	15.62681004	14.53730629	13.71838426	17.3514226	23.88187672	19.65677316	20.56888958
